

Generation: 1

| chromosome                                                                                                                                                                                                                                             |   id | parents      |
| [0.0, -7.602982060789769e-13, -2.5185351391534287e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0021252810172579e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |   67 | (61, 50)  |
| [0.0, -7.619127048053891e-13, -2.6168058622556336e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0003920104561844e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |   74 | (70, 69)  |
| [0.0, -7.619127048053891e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 9.974853852145585e-16, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |   75 | (72, 53)  |
| [0.0, -7.619127048053891e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0064320548812164e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   76 | (71, 67)  |
| [0.0, -7.602982060789769e-13, -2.5185351391534287e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0021252810172579e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |   77 | (67, 69)  |
| [0.0, -7.700259404889598e-13, -2.482783675546718e-13, 3.3408968954084364e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   78 | (70, 72)  |
| [0.0, -7.619127048053891e-13, -2.6168058622556336e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0003920104561844e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |   79 | (71, 69)  |
| [0.0, -7.700259404889598e-13, -2.5185351391534287e-13, 3.3408968954084364e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |   80 | (67, 72)  |
| [0.0, -7.619127048053891e-13, -2.5185351391534287e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0021252810172579e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |   81 | (67, 70)  |

Generation: 10

| chromosome                                                                                                                                                                                                                                             |   id | parents   |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|
| [0.0, -7.700259404889598e-13, -2.482783675546718e-13, 3.3408968954084364e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   78 | (70, 72)  |
| [0.0, -7.593409857199245e-13, -2.6168058622556336e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 9.974853852145585e-16, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   53 | (36, 46)  |
| [0.0, -7.593409857199245e-13, -2.6168058622556336e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 9.974853852145585e-16, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   82 | (53, 77)  |
| [0.0, -7.619127048053891e-13, -2.482783675546718e-13, 3.3408968954084364e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   83 | (75, 78)  |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 9.974853852145585e-16, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |   84 | (53, 75)  |
| [0.0, -7.619127048053891e-13, -2.482783675546718e-13, 3.312094144773715e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 9.974853852145585e-16, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]    |   85 | (75, 75)  |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   86 | (78, 53)  |
| [0.0, -7.619127048053891e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   87 | (80, 76)  |
| [0.0, -7.602982060789769e-13, -2.5185351391534287e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0021252810172579e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |   88 | (77, 80)  |
| [0.0, -7.602982060789769e-13, -2.5185351391534287e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0021252810172579e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |   89 | (53, 77)  |

Generation: 11

| chromosome                                                                                                                                                                                                                                             |   id | parents   |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|
| [0.0, -7.700259404889598e-13, -2.482783675546718e-13, 3.372687778377985e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |   78 | (70, 72)  |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   86 | (78, 53)  |
| [0.0, -7.700259404889598e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   90 | (78, 86)  |
| [0.0, -7.619127048053891e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   91 | (87, 87)  |
| [0.0, -7.700259404889598e-13, -2.482783675546718e-13, 3.372687778377985e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 9.974853852145585e-16, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]    |   92 | (78, 82)  |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.312094144773715e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |   93 | (85, 86)  |
| [0.0, -7.619127048053891e-13, -2.482783675546718e-13, 3.312094144773715e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 9.974853852145585e-16, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]    |   94 | (85, 84)  |
| [0.0, -7.700259404889598e-13, -2.482783675546718e-13, 3.312094144773715e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 9.974853852145585e-16, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]    |   95 | (85, 78)  |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   96 | (84, 86)  |
| [0.0, -7.593409857199245e-13, -2.6168058622556336e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |   97 | (87, 82)  |

Generation: 12

| chromosome                                                                                                                                                                                                                                            |   id | parents   |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|-----------|
| [0.0, -7.700259404889598e-13, -2.482783675546718e-13, 3.372687778377985e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |   78 | (70, 72)  |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |   86 | (78, 53)  |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.0756331006264973e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |   98 | (78, 96)  |
| [0.0, -7.619127048053891e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0027417642149853e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |   99 | (91, 86)  |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 9.974853852145585e-16, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  100 | (97, 95)  |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.0756331006264973e-10, -1.4627993286033229e-15, 9.974853852145585e-16, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  101 | (95, 96)  |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  102 | (96, 86)  |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  103 | (96, 86)  |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  104 | (96, 78)  |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.0756331006264973e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  105 | (96, 86)  |

Generation: 13

| chromosome                                                                                                                                                                                                                                            |   id | parents    |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |   86 | (78, 53)   |
| [0.0, -7.637574076755448e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  102 | (96, 86)   |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  106 | (86, 103)  |
| [0.0, -7.637574076755448e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 9.919194850736256e-16, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  107 | (101, 102) |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.378927529912035e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0027417642149853e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  108 | (86, 99)   |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  109 | (103, 86)  |
| [0.0, -7.619127048053891e-13, -2.482783675546718e-13, 3.378927529912035e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  110 | (103, 99)  |
| [0.0, -7.637574076755448e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.0756331006264973e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  111 | (102, 98)  |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  112 | (86, 103)  |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.378927529912035e-11, 1.1321293079364592e-10, -1.4492125933201077e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  113 | (99, 86)   |

Generation: 14

| chromosome                                                                                                                                                                                                                                            |   id | parents    |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.637574076755448e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1689706760071394e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  111 | (102, 98)  |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.378927529912035e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0027417642149853e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  108 | (86, 99)   |
| [0.0, -7.637574076755448e-13, -2.482783675546718e-13, 3.378927529912035e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  114 | (110, 107) |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  115 | (112, 86)  |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  116 | (112, 86)  |
| [0.0, -7.619127048053891e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1689706760071394e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  117 | (110, 111) |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  118 | (112, 112) |
| [0.0, -7.593409857199245e-13, -2.482783675546718e-13, 3.3548402866077487e-11, 1.1321293079364592e-10, -1.4627993286033229e-15, 1.0027417642149853e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  119 | (108, 112) |
